household_key,recency,frequency,monetary,avg_basket,active_days,tenure_days,purchase_rate,avg_items_per_basket,max_items_per_basket,trips_morning,trips_afternoon,trips_evening,unique_stores_visited,top_store_share,coupons_redeemed,coupon_redemption_rate,was_targeted_by_campaign,pct_spend_on_discount,private_label_ratio,top_department,dept_diversity,commodity_diversity,unique_products,return_rate,last_purchase_day,churned,AGE_DESC,MARITAL_STATUS_CODE,INCOME_DESC,HOMEOWNER_DESC,HH_COMP_DESC,HOUSEHOLD_SIZE_DESC,KID_CATEGORY_DESC,has_demographics,recency_log,frequency_log,monetary_log,avg_basket_log,purchase_rate_log,avg_items_per_basket_log,coupon_redemption_rate_log
1166,0,370,10823.93,29.253864864864866,273,544,0.6801470588235294,3189.8054054054055,20951,215,124,31,5,0.9837837837837838,11.0,0.02972972972972973,1,0.16178297287083443,0.2904820766378245,GROCERY,15,182,1685,0.08068459657701711,711,0,45-54,A,125-149K,Homeowner,2 Adults Kids,3,1,1,0.0,5.916202062607435,9.28960708633708,3.4096239404434736,0.5188813245982073,8.06802864209515,0.029296369488430837
1167,9,126,5815.2300000000005,46.15261904761905,114,561,0.22459893048128343,1509.8809523809523,30055,53,36,37,5,0.8809523809523809,2.0,0.015873015873015872,1,0.10418467084132449,0.23397635345364032,GROCERY,16,180,926,0.02666666666666667,708,0,35-44,U,50-74K,Homeowner,2 Adults Kids,4,2,1,2.302585092994046,4.844187086458591,8.66840756451121,3.8533895546761037,0.20261338669965304,7.320448171863068,0.015748356968139168
1168,2,53,718.94,13.56490566037736,53,579,0.09153713298791019,3.5849056603773586,14,15,38,0,1,1.0,0.0,0.0,0,0.08035714285714285,0.29545454545454547,SPIRITS,9,60,111,0.014492753623188406,703,0,,,,,,,,0,1.0986122886681098,3.9889840465642745,6.5791678752043525,2.6786149132450285,0.08758691657386218,1.5227695297884267,0.0
1169,5,111,4410.91,39.73792792792793,90,545,0.2036697247706422,139.86486486486487,7146,11,41,59,13,0.36936936936936937,0.0,0.0,1,0.19883500859122136,0.31333333333333335,GROCERY,15,132,714,0.0703125,705,0,19-24,A,15-24K,Homeowner,2 Adults No Kids,2,None/Unknown,1,1.791759469228055,4.718498871295094,8.392062981253275,3.7071595486295985,0.18537499428084497,4.947801025600511,0.0
1170,149,6,66.45,11.075000000000001,6,565,0.010619469026548672,5.5,12,1,2,3,2,0.8333333333333334,0.0,0.0,0,0.08344827586206896,0.25,GROCERY,4,15,18,0.0,649,0,,,,,,,,0,5.0106352940962555,1.9459101490553132,4.211386582653765,2.4911371995386364,0.010563478509569273,1.8718021769015913,0.0
1171,5,30,708.96,23.632,25,503,0.05964214711729622,424.5,7021,5,14,11,7,0.4,0.0,0.0,0,0.07509262641548818,0.3191489361702128,GROCERY,11,80,157,0.029411764705882353,707,0,,,,,,,,0,1.791759469228055,3.4339872044851463,6.565208630420146,3.2040464106221993,0.05793125406610533,6.053264948013429,0.0
1172,0,136,3560.67,26.18139705882353,120,620,0.21935483870967742,111.05147058823529,13864,25,30,80,8,0.8308823529411765,0.0,0.0,1,0.12785536880367213,0.31528662420382164,GROCERY,15,143,706,0.023952095808383235,710,0,25-34,B,50-74K,Unknown,Single Male,1,None/Unknown,1,0.0,4.919980925828125,8.177984814976137,3.3025328076530998,0.19832189814039575,4.7189583245538085,0.0
1173,16,40,624.67,15.616750000000001,31,620,0.06451612903225806,1292.575,10002,7,17,16,3,0.85,0.0,0.0,0,0.08462530406494535,0.30612244897959184,GROCERY,10,78,174,0.0,637,0,,,,,,,,0,2.833213344056216,3.713572066704308,6.438823075554713,2.810411222772298,0.06252035698133399,7.165164982163966,0.0
1174,27,111,1747.83,15.746216216216215,92,543,0.20441988950276244,9.18918918918919,60,31,49,31,8,0.4594594594594595,0.0,0.0,1,0.17147963101660046,0.32756489493201485,GROCERY,14,144,577,0.02459016393442623,704,0,25-34,U,Under 15K,Unknown,2 Adults Kids,5+,3+,1,3.332204510175204,4.718498871295094,7.466702271895446,2.8181723352130525,0.18599803152326327,2.3213272748037865,0.0
1175,2,117,6350.4800000000005,54.27760683760683,107,526,0.2224334600760456,5048.623931623932,23548,39,48,30,8,0.7948717948717948,5.0,0.042735042735042736,1,0.0737123386776821,0.14986376021798364,GROCERY,18,154,626,0.037037037037037035,706,0,25-34,A,50-74K,Homeowner,Single Female,2,None/Unknown,1,1.0986122886681098,4.770684624465665,8.756443135596085,4.012367886872645,0.20084351149990953,8.527069050511093,0.041847109935500434
1176,30,5,115.56,23.112000000000002,4,555,0.009009009009009009,9.8,42,3,2,0,2,0.8,0.0,0.0,0,0.2586129466863412,0.15151515151515152,GROCERY,3,16,33,0.125,703,0,,,,,,,,0,3.4339872044851463,1.791759469228055,4.758406161886949,3.1827096418841396,0.008968669982760408,2.379546134130174,0.0
1177,7,12,224.87,18.739166666666666,12,510,0.023529411764705882,9.333333333333334,14,2,9,1,1,1.0,0.0,0.0,0,0.09922288094856593,0.10476190476190476,DRUG GM,7,32,75,0.0,698,0,,,,,,,,0,2.0794415416798357,2.5649493574615367,5.419959612530141,2.9826048176464903,0.023256862164267263,2.3353749158170367,0.0
1178,0,180,4101.32,22.78511111111111,163,582,0.30927835051546393,1342.0277777777778,15001,6,115,59,12,0.32222222222222224,0.0,0.0,1,0.20851747069562432,0.5152190051967335,GROCERY,14,154,753,0.05188679245283019,708,0,45-54,U,15-24K,Unknown,Single Female,1,None/Unknown,1,0.0,5.198497031265826,8.319307946316123,3.1690598013516227,0.26947610795520843,7.202681879688177,0.0
1179,1,162,7511.81,46.36919753086419,140,532,0.30451127819548873,2269.296296296296,18351,20,54,88,13,0.6666666666666666,0.0,0.0,1,0.1368830947981873,0.21952358710882766,GROCERY,16,178,1152,0.08292682926829269,711,0,35-44,A,50-74K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.6931471805599453,5.093750200806762,8.924364842551173,3.857972176341762,0.2658284711651602,7.727665628960314,0.0
1180,5,132,4702.43,35.6244696969697,102,529,0.2495274102079395,3166.7272727272725,21438,43,40,47,9,0.7878787878787878,0.0,0.0,1,0.1272693191393012,0.4826472962066182,GROCERY,13,131,702,0.030120481927710843,701,0,,,,,,,,0,1.791759469228055,4.890349128221754,8.456047308766978,3.6007165879687797,0.2227654079933869,8.060769661074248,0.0
1181,17,84,2063.21,24.56202380952381,75,575,0.14608695652173914,233.89285714285714,8748,12,30,42,9,0.3333333333333333,0.0,0.0,1,0.17532955481122042,0.41301775147928993,GROCERY,12,126,629,0.06741573033707865,706,0,,,,,,,,0,2.8903717578961645,4.442651256490317,7.632502865611912,3.241107805151222,0.1363534937051568,5.459129483126147,0.0
1182,9,115,1799.35,15.646521739130433,87,574,0.20034843205574912,511.7826086956522,9394,29,58,28,8,0.6260869565217392,0.0,0.0,1,0.12617280832961014,0.3384615384615385,GROCERY,10,109,446,0.016129032258064516,684,0,,,,,,,,0,2.302585092994046,4.7535901911063645,7.4957363694268295,2.8122012900461257,0.18261187469409215,6.2398519906312995,0.0
1183,370,8,158.78,19.8475,6,533,0.0150093808630394,17.125,46,2,2,4,3,0.5,0.0,0.0,0,0.2640897293288839,0.46987951807228917,GROCERY,8,47,75,0.1111111111111111,677,0,,,,,,,,0,5.916202062607435,2.1972245773362196,5.073797869053896,3.037234036979003,0.014897854680636981,2.8972922007407385,0.0
1184,452,12,665.82,55.485000000000014,11,611,0.019639934533551555,421.8333333333333,4767,3,8,1,2,0.9166666666666666,0.0,0.0,1,0.17589395120864432,0.24401913875598086,GROCERY,13,76,184,0.07692307692307693,693,0,,,,,,,,0,6.115892125483034,2.5649493574615367,6.502520144428027,4.033975116178892,0.019449559615857818,6.046978090371227,0.0
1185,4,33,666.37,20.193030303030305,26,610,0.054098360655737705,158.06060606060606,4879,13,11,9,4,0.5757575757575758,0.0,0.0,0,0.16971516858132524,0.40869565217391307,GROCERY,9,81,190,0.03278688524590164,707,0,,,,,,,,0,1.6094379124341003,3.5263605246161616,6.503344614752577,3.0536723683337605,0.05268576707026246,5.06928529978582,0.0
1186,6,63,4346.37,68.99,55,590,0.10677966101694915,1866.6349206349207,16547,15,42,6,3,0.9523809523809523,0.0,0.0,1,0.09444776641824786,0.1510859301227573,GROCERY,17,171,779,0.06329113924050633,708,0,45-54,A,50-74K,Homeowner,1 Adult Kids,5+,3+,1,1.9459101490553132,4.1588830833596715,8.377326343538689,4.248352374701448,0.10145459237666593,7.5324281610559005,0.0
1187,5,108,2425.15,22.455092592592596,90,550,0.19636363636363635,12.574074074074074,117,43,40,25,11,0.4351851851851852,0.0,0.0,1,0.12664486715019338,0.16767676767676767,GROCERY,11,125,536,0.007518796992481203,710,0,,,,,,,,0,1.791759469228055,4.6913478822291435,7.794060917765713,3.15508763944232,0.1792866530988006,2.608161655322377,0.0
1188,6,103,2499.81,24.27,87,514,0.20038910505836577,131.70873786407768,5246,12,45,46,2,0.9902912621359223,0.0,0.0,1,0.2602427180156426,0.34069400630914826,GROCERY,15,140,904,0.11409395973154363,706,0,45-54,U,35-49K,Renter,Unknown,1,None/Unknown,1,1.9459101490553132,4.6443908991413725,7.824369958379627,3.2296179214001026,0.1826457584502227,4.888156785923017,0.0
1189,3,43,858.08,19.955348837209304,42,565,0.07610619469026549,7.883720930232558,36,17,12,14,2,0.5348837209302325,0.0,0.0,0,0.11747403064897664,0.1336206896551724,GROCERY,12,76,182,0.0196078431372549,699,0,,,,,,,,0,1.3862943611198906,3.784189633918261,6.755862049196094,3.0423939282062307,0.07334915081972607,2.184220492913013,0.0
1190,9,219,2859.78,13.05835616438356,178,556,0.39388489208633093,915.054794520548,15175,47,95,76,4,0.8493150684931506,0.0,0.0,1,0.13626602636705476,0.3056379821958457,GROCERY,17,149,711,0.039525691699604744,711,0,25-34,U,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1,2.302585092994046,5.393627546352362,7.958849593903303,2.643216963785145,0.3320947351027646,6.820076182230601,0.0
1191,4,81,2049.97,25.308271604938273,79,526,0.15399239543726237,10.123456790123457,59,18,18,45,4,0.691358024691358,0.0,0.0,1,0.11760553377037608,0.12443778110944528,GROCERY,9,115,380,0.02040816326530612,709,0,,,,,,,,0,1.6094379124341003,4.406719247264253,7.626068130954191,3.2698833994293834,0.1432275783217884,2.409056102935899,0.0
1192,0,70,1081.95,15.456428571428573,55,559,0.1252236135957066,2240.9714285714285,12084,11,27,32,7,0.6,0.0,0.0,0,0.15448215499792908,0.3654970760233918,GROCERY,9,79,259,0.03,709,0,,,,,,,,0,0.0,4.2626798770413155,6.987444077883505,2.800716195486772,0.11798178354534136,7.715110859827187,0.0
1193,2,209,4470.92,21.391961722488038,160,573,0.3647469458987784,44.67942583732057,4860,60,70,78,7,0.4019138755980861,0.0,0.0,1,0.1858309098424989,0.34818368745716244,GROCERY,14,147,814,0.0821917808219178,698,0,,,,,,,,0,1.0986122886681098,5.3471075307174685,8.405573125587267,3.108702042783683,0.3109690238305715,3.821647996033222,0.0
1194,11,51,1003.17,19.669999999999998,47,533,0.09568480300187618,9.784313725490197,34,10,29,12,8,0.7450980392156863,0.0,0.0,0,0.1598733742577906,0.39243498817966904,GROCERY,13,111,325,0.016129032258064516,702,0,,,,,,,,0,2.4849066497880004,3.9512437185814275,6.911916608627366,3.028683373693677,0.09137955866238252,2.378092645502191,0.0
1195,11,31,876.1800000000001,28.263870967741937,29,585,0.05299145299145299,11.774193548387096,57,5,16,10,6,0.3870967741935484,0.0,0.0,0,0.13178156306667857,0.14444444444444443,GROCERY,11,87,215,0.07317073170731707,705,0,,,,,,,,0,2.4849066497880004,3.4657359027997265,6.776712216466212,3.376353682389949,0.05163511630166328,2.5474270067693343,0.0
1196,1,23,1463.2,63.61739130434784,23,562,0.04092526690391459,23.304347826086957,74,5,16,2,2,0.9565217391304348,0.0,0.0,0,0.10042175415298733,0.08292682926829269,GROCERY,10,91,295,0.07407407407407407,682,0,,,,,,,,0,0.6931471805599453,3.1780538303479458,7.289064297212542,4.16848358979422,0.04010999733816542,3.1906552572259494,0.0
1197,0,111,6387.13,57.54171171171171,97,571,0.19439579684763572,2554.4864864864867,16141,45,45,21,9,0.9099099099099099,21.0,0.1891891891891892,1,0.12056556933511593,0.15634580012262417,GROCERY,15,161,972,0.23125,705,0,35-44,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.0,4.718498871295094,8.762196859785314,4.069739520872331,0.17764044818745187,7.845997890182804,0.17327172127403673
1198,3,40,888.4300000000001,22.21075,38,514,0.07782101167315175,8.325,19,8,24,8,5,0.7,0.0,0.0,0,0.20241493850435405,0.3041825095057034,GROCERY,7,69,187,0.045454545454545456,696,0,,,,,,,,0,1.3862943611198906,3.713572066704308,6.790580808112634,3.1446155334221766,0.07494142129211871,2.2326989655298792,0.0
1199,340,7,163.57,23.367142857142856,7,517,0.013539651837524178,7.571428571428571,19,1,6,0,1,1.0,0.0,0.0,0,0.11973953288128297,0.2978723404255319,GROCERY,6,23,40,0.0,281,1,,,,,,,,0,5.831882477283517,2.0794415416798357,5.103336011607292,3.193235620597468,0.013448809812613033,2.1484344131667874,0.0
1200,0,28,1563.99,55.856785714285714,28,554,0.05054151624548736,22.428571428571427,88,15,9,4,3,0.9285714285714286,0.0,0.0,0,0.18374259544375146,0.2481060606060606,GROCERY,12,111,422,0.1,685,0,,,,,,,,0,0.0,3.367295829986474,7.355634713177481,4.0405355748023615,0.049305760984154005,3.153956278768885,0.0
1201,1,35,488.07,13.944857142857144,34,585,0.05982905982905983,158.45714285714286,5359,3,8,22,2,0.9714285714285714,0.0,0.0,0,0.16908697798736785,0.26380368098159507,GROCERY,12,68,151,0.07894736842105263,696,0,,,,,,,,0,0.6931471805599453,3.58351893845611,6.192505628514245,2.704367236831543,0.05810763080728075,5.07177518929902,0.0
1202,14,18,382.64,21.257777777777775,18,591,0.030456852791878174,11.944444444444445,21,2,8,8,4,0.7222222222222222,0.0,0.0,0,0.21207503655046023,0.37,GROCERY,8,38,70,0.04,695,0,,,,,,,,0,2.70805020110221,2.9444389791664403,5.94970461285975,3.1026915105755144,0.030002250303798828,2.560666695669536,0.0
1203,1,144,5409.29,37.5645138888889,120,538,0.26765799256505574,658.8472222222222,9622,35,52,57,8,0.7222222222222222,0.0,0.0,1,0.12208086031138574,0.137910085054678,GROCERY,16,143,800,0.04046242774566474,710,0,,,,,,,,0,0.6931471805599453,4.976733742420574,8.59605797484009,3.6523325243250304,0.23717109768167766,6.492008326743016,0.0
1204,9,74,1875.8600000000001,25.349459459459457,57,543,0.13627992633517497,118.64864864864865,7983,15,28,31,5,0.6351351351351351,0.0,0.0,1,0.21933172138549825,0.35664335664335667,GROCERY,13,120,440,0.07407407407407407,708,0,,,,,,,,0,2.302585092994046,4.31748811353631,7.537355446697666,3.2714477609044526,0.12775970397145237,4.7845595200879165,0.0
1205,2,173,4034.38,23.320115606936415,124,578,0.29930795847750863,48.60115606936416,4765,44,59,70,7,0.861271676300578,0.0,0.0,0,0.19599910719267896,0.28732581287325815,GROCERY,15,148,888,0.03763440860215054,679,0,,,,,,,,0,1.0986122886681098,5.159055299214529,8.30285575223012,3.1913038106613563,0.26183178309175725,3.904014141309342,0.0
1206,0,348,5598.21,16.086810344827587,253,572,0.6083916083916084,7.454022988505747,67,91,157,100,6,0.9396551724137931,0.0,0.0,1,0.17149229389460974,0.35996449178872614,GROCERY,17,181,1234,0.03937007874015748,700,0,,,,,,,,0,0.0,5.855071922202427,8.630380795343159,2.8383068410206542,0.4752346786632881,2.1346424213869084,0.0
1207,7,96,666.16,6.939166666666666,80,545,0.1761467889908257,3.7395833333333335,17,52,20,24,2,0.96875,0.0,0.0,1,0.2420180688619348,0.4548611111111111,GROCERY,11,74,176,0.05555555555555555,705,0,,,,,,,,0,2.0794415416798357,4.574710978503383,6.503029897208973,2.0718083159306877,0.16224366225742598,1.5559492274831144,0.0
1208,1,41,769.78,18.77512195121951,38,530,0.07735849056603773,352.0243902439024,6805,5,15,19,3,0.9024390243902439,0.0,0.0,0,0.12757975859919535,0.40789473684210525,GROCERY,12,96,253,0.05555555555555555,694,0,,,,,,,,0,0.6931471805599453,3.7376696182833684,6.647402989135599,2.984424680573742,0.0745122031098427,5.866537148721765,0.0
1209,2,12,224.66,18.721666666666668,12,515,0.02330097087378641,5.333333333333333,15,1,3,8,4,0.3333333333333333,0.0,0.0,0,0.05700134318334452,0.25,GROCERY,8,32,40,0.08695652173913043,710,0,,,,,,,,0,1.0986122886681098,2.5649493574615367,5.4190294417103,2.9817178621684124,0.023033647877626184,1.8458266904983307,0.0
1210,20,31,703.19,22.683548387096774,27,552,0.05615942028985507,14.064516129032258,108,8,3,19,3,0.8709677419354839,0.0,0.0,0,0.18010633584404073,0.5770491803278689,GROCERY,9,88,245,0.05405405405405406,696,0,,,,,,,,0,3.044522437723423,3.4657359027997265,6.557048206108906,3.164780646217874,0.05463914007339706,2.712342053183751,0.0
1211,0,136,7528.27,55.35492647058824,112,567,0.23985890652557318,2924.7573529411766,17087,24,33,78,8,0.6838235294117647,0.0,0.0,1,0.09748340210659576,0.09780775716694773,GROCERY,11,115,434,0.07142857142857142,711,0,,,,,,,,0,0.0,4.919980925828125,8.926553370543287,4.031669662939189,0.21499758808291283,7.9813086502333555,0.0
1212,327,5,174.56,34.912,5,537,0.00931098696461825,18.6,42,0,1,4,1,1.0,0.0,0.0,0,0.1909904064513139,0.3670886075949367,GROCERY,6,41,73,0.0,685,0,,,,,,,,0,5.793013608384144,1.791759469228055,5.167980864820033,3.581071501479631,0.009267906930781522,2.975529566236472,0.0
1213,5,42,599.22,14.267142857142858,39,590,0.0711864406779661,1316.2857142857142,15041,11,13,18,1,1.0,0.0,0.0,0,0.11061966604823747,0.21511627906976744,GROCERY,10,67,132,0.06521739130434782,705,0,,,,,,,,0,1.791759469228055,3.7612001156935624,6.397296254677018,2.7257029934814923,0.06876685724709229,7.1833286214838274,0.0
1214,81,6,109.97,18.328333333333333,6,566,0.01060070671378092,8.166666666666666,12,1,5,0,1,1.0,0.0,0.0,0,0.15667177914110428,0.24,GROCERY,8,16,25,0.0,675,0,,,,,,,,0,4.406719247264253,1.9459101490553132,4.709259894512472,2.961572067740557,0.010544913176614965,2.2155737160044158,0.0
1215,11,13,479.21000000000004,36.86230769230769,12,514,0.02529182879377432,12.384615384615385,64,3,7,3,2,0.5384615384615384,0.0,0.0,0,0.10493285268682642,0.15463917525773196,GROCERY,6,54,91,0.0,695,0,,,,,,,,0,2.4849066497880004,2.6390573296152584,6.174223508226716,3.633956097233364,0.02497728308619722,2.5941059417529924,0.0
1216,8,122,5066.01,41.52467213114754,107,526,0.23193916349809887,19.5327868852459,126,35,66,21,2,0.8688524590163934,0.0,0.0,1,0.14899024683601714,0.23532414497192444,GROCERY,16,172,1131,0.03731343283582089,711,0,,,,,,,,0,2.1972245773362196,4.812184355372417,8.530506179028334,3.750084428226278,0.20858948361456486,3.0220229687857088,0.0
1217,14,40,1955.08,48.877,34,519,0.07707129094412331,1208.925,14784,10,26,4,2,0.95,0.0,0.0,1,0.19314927159423878,0.26886145404663925,GROCERY,11,126,529,0.07407407407407407,706,0,,,,,,,,0,2.70805020110221,3.713572066704308,7.57869774955389,3.9095599746566605,0.0742455899892105,7.098313653198658,0.0
1218,2,76,2834.01,37.289605263157895,70,518,0.14671814671814673,2030.8815789473683,17352,18,37,20,5,0.4868421052631579,0.0,0.0,1,0.17119427734186504,0.2434077079107505,GROCERY,15,140,619,0.125,702,0,45-54,A,35-49K,Homeowner,2 Adults Kids,4,2,1,1.0986122886681098,4.343805421853684,7.949800743492492,3.6451784562994196,0.13690407710316188,7.616717528923057,0.0
1219,3,86,606.0500000000001,7.0470930232558135,78,543,0.15837937384898712,4.046511627906977,19,28,31,27,3,0.5930232558139535,0.0,0.0,1,0.13929246019911093,0.3228346456692913,DRUG GM,9,76,200,0.03305785123966942,709,0,19-24,A,15-24K,Homeowner,2 Adults Kids,3,1,1,1.3862943611198906,4.465908118654584,6.408611159989984,2.085310911089203,0.1470219367665051,1.6186972378468971,0.0
1220,22,29,737.9300000000001,25.445862068965514,25,608,0.047697368421052634,14.827586206896552,186,5,10,14,7,0.5517241379310345,0.0,0.0,0,0.17665632740499407,0.3373860182370821,GROCERY,10,107,306,0.0967741935483871,632,0,,,,,,,,0,3.1354942159291497,3.4011973816621555,6.605203193863628,3.275099702548373,0.04659477360599634,2.761754380074071,0.0
1221,325,7,400.25,57.17857142857143,7,515,0.013592233009708738,23.857142857142858,57,1,3,3,1,1.0,0.0,0.0,0,0.11002156849665354,0.4295774647887324,GROCERY,10,67,129,0.13333333333333333,681,0,,,,,,,,0,5.786897381366708,2.0794415416798357,5.9945846744442255,4.063517098426841,0.013500687218902574,3.2131451501592156,0.0
1222,3,158,5412.83,34.25841772151899,141,594,0.265993265993266,15.816455696202532,104,23,68,66,8,0.5569620253164557,0.0,0.0,1,0.16882720030465523,0.1913279132791328,GROCERY,18,168,1009,0.022988505747126436,709,0,45-54,U,15-24K,Homeowner,Single Female,1,None/Unknown,1,1.3862943611198906,5.0689042022202315,8.59671206960737,3.562704301360418,0.2358570045871949,2.822357912732847,0.0
1223,29,41,1322.89,32.26560975609756,32,511,0.08023483365949119,14.975609756097562,83,4,22,15,3,0.8780487804878049,0.0,0.0,1,0.17796668095868362,0.38242894056847543,GROCERY,7,88,310,0.017543859649122806,691,0,,,,,,,,0,3.4011973816621555,3.7376696182833684,7.188329651474492,3.5045241232858135,0.07717845607339088,2.771063168930944,0.0
1224,2,78,2056.3,26.362820512820516,63,508,0.15354330708661418,15.397435897435898,92,14,46,18,2,0.8846153846153846,0.0,0.0,1,0.16149131642152564,0.32799245994344955,GROCERY,10,124,656,0.09782608695652174,707,0,,,,,,,,0,1.0986122886681098,4.3694478524670215,7.629149722480185,3.309185176359931,0.14283834199853074,2.797124974889251,0.0
1225,2,59,1086.01,18.406949152542374,54,576,0.10243055555555555,9.372881355932204,72,9,18,31,9,0.2542372881355932,0.0,0.0,0,0.14415294775913565,0.302713987473904,GROCERY,12,103,388,0.06578947368421052,696,0,,,,,,,,0,1.0986122886681098,4.0943445622221,6.991186086710908,2.965631205668937,0.0975173381968004,2.339194838606607,0.0
1226,7,65,5138.67,79.05646153846153,62,510,0.12745098039215685,40.47692307692308,99,3,31,31,4,0.5538461538461539,0.0,0.0,1,0.18568494648533695,0.33879222108495394,GROCERY,16,161,1161,0.17105263157894737,701,0,25-34,B,35-49K,Homeowner,1 Adult Kids,3,2,1,2.0794415416798357,4.189654742026425,8.544744154053522,4.382732154966669,0.11995931507897897,3.7251372021365605,0.0
1227,1,73,3152.09,43.17931506849315,66,514,0.14202334630350194,1088.5068493150684,11386,19,42,12,6,0.8904109589041096,0.0,0.0,1,0.1104585861436433,0.1436893203883495,GROCERY,14,154,738,0.05813953488372093,711,0,,,,,,,,0,0.6931471805599453,4.30406509320417,8.05613820338126,3.7882566946688336,0.13280155437293134,6.993480441023994,0.0
1228,0,652,12150.17,18.635230061349695,395,611,1.067103109656301,1385.1165644171779,35077,202,401,49,9,0.8880368098159509,6.0,0.009202453987730062,1,0.1426897151723452,0.3788265306122449,GROCERY,19,205,1315,0.03513174404015056,711,0,45-54,U,100-124K,Unknown,Single Female,1,None/Unknown,1,0.0,6.481577129276431,9.4051807404288,2.977325404862257,0.7261481631788957,7.234261277524626,0.009160369398664249
1229,1,323,15096.44,46.73820433436533,257,594,0.5437710437710438,3312.3065015479874,21406,63,222,38,10,0.48297213622291024,6.0,0.018575851393188854,1,0.08475527799384398,0.1507373020207537,GROCERY,20,202,1614,0.046753246753246755,711,0,55-64,A,150-174K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.6931471805599453,5.780743515792329,9.622280472006251,3.865732006763091,0.43422815289381994,8.10570191282537,0.01840542754271535
1230,7,17,228.54,13.443529411764708,17,558,0.03046594982078853,4.0588235294117645,14,3,4,10,2,0.9411764705882353,0.0,0.0,0,0.0949986140260563,0.35714285714285715,GROCERY,8,32,52,0.05,693,0,,,,,,,,0,2.0794415416798357,2.8903717578961645,5.436077306252522,2.6702465226964778,0.0300110784160395,1.6211339521972916,0.0
1231,14,44,1500.5,34.102272727272734,43,534,0.08239700374531835,23.045454545454547,50,7,35,2,1,1.0,0.0,0.0,0,0.20915597626150295,0.5168539325842697,GROCERY,10,83,283,0.12727272727272726,703,0,,,,,,,,0,2.70805020110221,3.8066624897703196,7.314219887423385,3.5582658784403756,0.07917802971218263,3.1799459784999837,0.0
1232,76,22,488.49,22.204090909090908,19,589,0.03735144312393888,11.318181818181818,28,8,11,3,6,0.6363636363636364,0.0,0.0,0,0.24457194111097366,0.2247191011235955,GROCERY,8,62,153,0.045454545454545456,545,1,,,,,,,,0,4.343805421853684,3.1354942159291497,6.193364032752697,3.144328595415955,0.036670775520008615,2.511076367521385,0.0
1233,43,33,1710.82,51.843030303030304,26,575,0.057391304347826085,3804.909090909091,15003,4,15,14,5,0.7575757575757576,0.0,0.0,1,0.1555801246773246,0.4383561643835616,GROCERY,11,104,406,0.05263157894736842,693,0,,,,,,,,0,3.784189633918261,3.5263605246161616,7.445312410987155,3.967325826666648,0.055804841168816566,8.244310161840161,0.0
1234,13,80,4790.57,59.882124999999995,79,551,0.14519056261343014,21.8,109,27,34,19,5,0.4875,0.0,0.0,1,0.13582992847543543,0.15895522388059702,GROCERY,14,168,909,0.0425531914893617,710,0,45-54,B,35-49K,Homeowner,2 Adults No Kids,2,None/Unknown,1,2.6390573296152584,4.394449154672439,8.474613402880902,4.108939617674892,0.13557105338829867,3.126760535960395,0.0
1235,40,17,743.33,43.72529411764705,14,505,0.033663366336633666,2586.294117647059,19610,1,8,7,6,0.35294117647058826,0.0,0.0,0,0.09860060147458284,0.13125,DRUG GM,12,62,145,0.05,707,0,,,,,,,,0,3.713572066704308,2.8903717578961645,6.61248448488168,3.8005392055083655,0.033109158607278893,7.858367866348811,0.0
1236,15,180,3591.89,19.954944444444447,151,518,0.3474903474903475,9.85,98,25,56,99,4,0.9444444444444444,0.0,0.0,1,0.14195040264111553,0.2866666666666667,GROCERY,11,123,616,0.02577319587628866,709,0,35-44,U,50-74K,Unknown,2 Adults Kids,3,1,1,2.772588722239781,5.198497031265826,8.18671217155998,3.042374630189767,0.2982438605028894,2.3841650799864684,0.0
1237,0,20,1051.16,52.55800000000001,20,507,0.03944773175542406,2115.2,22177,5,15,0,2,0.9,0.0,0.0,1,0.1404226089231977,0.2991202346041056,GROCERY,11,86,230,0.0,621,0,,,,,,,,0,0.0,3.044522437723423,6.958600472987706,3.980765178826291,0.038689544950179164,7.657377306470061,0.0
1238,21,41,4359.58,106.33121951219512,41,618,0.06634304207119741,53.51219512195122,132,17,23,1,3,0.8780487804878049,2.0,0.04878048780487805,1,0.23036672321780075,0.3220234423195558,GROCERY,12,144,830,0.27450980392156865,704,0,,,,,,,,0,3.091042453358316,3.7376696182833684,8.38036035501864,4.67591956269661,0.06423507704481644,3.9984244403433613,0.04762804898925462
1239,0,24,1725.63,71.90125,23,528,0.045454545454545456,36.0,85,5,6,12,4,0.8333333333333334,0.0,0.0,1,0.1707130705573657,0.23052959501557632,GROCERY,8,86,395,0.07692307692307693,708,0,,,,,,,,0,0.0,3.2188758248682006,7.4539268108387065,4.289105785644014,0.04445176257083384,3.6109179126442243,0.0
1240,0,159,8223.55,51.72044025157232,139,522,0.3045977011494253,1993.874213836478,14794,28,81,50,5,0.7610062893081762,0.0,0.0,1,0.07515871275381389,0.19161676646706588,GROCERY,15,161,881,0.055299539170506916,711,0,45-54,U,Under 15K,Homeowner,2 Adults No Kids,2,None/Unknown,1,0.0,5.075173815233827,9.014878862890658,3.9650032409099976,0.2658947182668736,7.598336276627652,0.0
